tahun,program,kegiatan,anggaran,realisasi,serapan
2016,Pengawasan dan Pengendalian Kesehatan Makanan,Pengawasan Dan Pengendalian Keamanan Dan Kesehatan Makanan Restaurant,651425000,605243500,0.9291069578232337
2016,Pengawasan Obat dan Makanan,Peningkatan Pengawasan Keaman Pangan Dan Bahan Berbahaya,121150000,117927050,0.9733970284770945
2016,Pengawasan Obat dan Makanan,Peningkatan Pengawasan Obat Dan Bahan Berbahaya,93650000,89117175,0.951598238120662
2016,Pengembangan Lingkungan Sehat,Pengkajian Pengembangan Lingkungan Sehat,2509275000,2320370312,0.9247174231600761
2016,Pengembangan Lingkungan Sehat,Kegiatan Sosialisasi Kawasan Tanpa Asap Rokok,453480000,386982100,0.8533608979447825
2016,Peningkatan dan Pengembangan Pengelolaan Keuangan Daerah,Penyusunan Dan Pemutakhiran Database Aset,225000000,120993577,0.5377492311111111
2016,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan,96290702484,19490970627,0.20241799181222805
2016,Peningkatan Pelayanan Kesehatan Lansia,Pelayanan Kesehatan,257000000,247531350,0.9631570038910506
2016,Penyelamatan dan Pelestarian Dokumen/Arsip Daerah,Pendataan Dan Penataan Dokumen/Arsip Daerah,65350000,43163138,0.6604917827084927
2016,Penyelidikan Epidemiologi dan Penanggulangan Kejadian Luar Biasa,Penyelidikan Epidemiologi Dan Penanggulangan KLB,647700000,490032720,0.7565735988883743
2016,"Perencanaan, Pengembangan dan Evaluasi Pembangunan Kesehatan",Pengembangan Data Dan Informasi Pembangunan Kesehatan,11597585000,10448072101,0.9008834253855437
2016,"Perencanaan, Pengembangan dan Evaluasi Pembangunan Kesehatan",Perencanaan Pembangunan Kesehatan,738979000,637155620,0.8622107258798964
2016,"Perencanaan, Pengembangan dan Evaluasi Pembangunan Kesehatan",Evaluasi Dan Pelaporan Pembangunan Kesehatan,413442896,390298850,0.9440211786829202
2016,Promosi Kesehatan dan Pemberdayaan Masyarakat,Promosi Kesehatan Dan Kelurahan Siaga Aktif,1081438500,928251200,0.8583485792303492
2016,Standarisasi Pelayanan Kesehatan,Penyusunan Standar Pelayanan Kesehatan,966100000,750844359,0.7771911385984888
2016,Upaya Kesehatan Masyarakat,Penyediaan Biaya Operasional Dan Pemeliharaan,45000000000,27983159078,0.6218479795111111
2016,Upaya Kesehatan Masyarakat,Bantuan Operasional Kesehatan (DAK),14308000000,5151130224,0.36001748839809894
2016,Upaya Kesehatan Masyarakat,Pembinaan Pelayanan Sarana Kesehatan Dasar Swasta,8737830950,7425745320,0.8498385197072278
2016,Upaya Kesehatan Masyarakat,Jaminan Persalinan (DAK),2375274000,0,0
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Olah Raga,1570268200,1289736515,0.8213479168717802
2016,Upaya Kesehatan Masyarakat,Pembinaan Keluarga Rawan,536858190,515004190,0.9592927882873501
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Matra,379990000,335690500,0.8834193005079081
2016,Upaya Kesehatan Masyarakat,Pelayanan Pencegahan Dan Penanggulangan Penyakit Tidak Menular,261838750,256735300,0.9805091874292862
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Gigi Dan Mulut,115000000,113637800,0.9881547826086956
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Anak Berkebutuhan Khusus,81500000,80863400,0.9921889570552147
2016,Upaya Kesehatan Masyarakat,Pelayanan Penjaringan Kesehatan Siswa SMP/SMA Dan Setingkat,80000000,78963000,0.9870375
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Jiwa,80000000,79093000,0.9886625
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Indera,70500000,69400000,0.9843971631205674
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Tradisional,68000000,66211350,0.9736963235294117
2016,Upaya Kesehatan Masyarakat,Pelayanan Kesehatan Kerja,60000000,57417500,0.9569583333333334
