tahun,program,kegiatan,anggaran,realisasi,serapan
2018,Upaya Kesehatan Masyarakat,Manajemen Bantuan Operasional Kesehatan (DAK),1416728150,770047612,0.543539430624005
2018,Upaya Kesehatan Masyarakat,Pencegahan Dan Penanggulangan Akibat Masalah Gizi,213669000,207229830,0.9698638080395378
2018,Upaya Kesehatan Masyarakat,Peningkatan Kesehatan Ibu,63440000,58141400,0.9164785624211854
2018,Upaya Kesehatan Masyarakat,Kegiatan Jaminan Persalinan (DAK),2206540000,2117147300,0.9594873874935419
2018,Upaya Kesehatan Masyarakat,Peningkatan Perawatan Kesehatan Masyarakat,85375000,81855100,0.9587713030746706
2018,Upaya Kesehatan Masyarakat,Kegiatan Pelayanan Anak Dan Remaja,142997500,137206700,0.9595041871361387
2018,Upaya Kesehatan Masyarakat,Peningkatan Kesehatan Bayi Dan Balita,71986000,70774600,0.9831717278359681
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),876693000,530527290,0.6051460317351685
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,66932000,31350250,0.4683895595529791
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,72815000,18607000,0.25553800727872006
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),657138000,0,0
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,73700000,71498500,0.9701289009497964
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),900679000,763137765,0.8472916155478256
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1229449000,816077020,0.663774601467812
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,87520000,85888550,0.9813591179159049
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),598113000,563199550,0.9416273346340909
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,79043800,19192500,0.24280841761150146
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,76576633,13076633,0.17076531688197888
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),678553000,408173496,0.6015351726394254
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),925037000,825305507,0.892186482270439
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,599618545,413666010,0.6898819481975829
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,131625000,87082000,0.6615916429249763
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1512868000,759622390,0.5021075136760114
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,91757000,38300720,0.41741469315692536
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),618788000,499726515,0.8075892147229746
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),569474000,403184206,0.707994054162262
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,32630000,27817350,0.852508427827153
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1020783000,526802880,0.5160772465842397
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,103150000,79835700,0.7739767329132331
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,171580000,52168300,0.3040465089171232
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1113523000,650251603,0.5839588432389812
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1053534000,732800220,0.6955639020667582
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,132070000,70088700,0.5306935715908231
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1160207850,362140000,0.31213372672836165
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,231833125,53515890,0.23083797882636486
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,68166875,52972690,0.7771031017631365
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1285072000,676175782,0.5261773519304755
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,142295000,133868100,0.9407786640430092
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),847129000,586123630,0.6918941861274965
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1305676000,815817762,0.6248240467007129
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,135881383,128242880,0.9437855073936067
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),622607000,400312435,0.6429616676330333
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,143999000,75445220,0.5239287772831756
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,118785380,0,0
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1143186000,650511890,0.5690341641692603
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),894556000,400543064,0.44775627685689884
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,98559175,29923744,0.3036119569791448
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),790016000,380905973,0.48214969443656835
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,144900000,131719106,0.9090345479641132
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,88134755,27425000,0.3111712286486755
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),900966000,301256510,0.33437056448301045
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,59249000,38229260,0.6452304680247768
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),639078000,373183602,0.5839406175771972
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,115334500,30000000,0.26011297573579456
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),607079000,440835960,0.7261591325017007
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,110082000,31497280,0.2861256154503007
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),707291000,512820968,0.7250494746858083
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),934796000,672322077,0.7192179652031031
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,98945000,34962550,0.35335337813937034
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),1318746000,507077170,0.3845146601392535
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,154231000,8381000,0.05434056707147072
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),933153000,638812735,0.6845744856416901
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,124100000,117893738,0.9499898307816277
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),329399000,313757306,0.9525144460062113
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,52775000,25552750,0.48418285172903835
2018,Upaya Kesehatan Masyarakat,Kegiatan Bantuan Operasional Kesehatan (DAK),747245000,385318247,0.5156518236990545
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,229038332,88600446,0.38683675883563456
2018,Upaya Kesehatan Masyarakat,Upaya Kesehatan Masyarakat,4556382298,2356902000,0.517274856641101
